Panic disorder,"Palpitations, Sweating, Trembling, Shortness of breath, Fear of losing control, Dizziness","Antidepressant medications, Cognitive Behavioral Therapy, Relaxation Techniques"
Acoustic neuroma,"Hearing loss, Tinnitus, Balance problems, Facial numbness","Surgery, Radiation therapy, Observation in small tumors"
Pituitary adenoma,"Headache, Vision problems, Hormone imbalances","Surgery, Radiation therapy, Medications for hormone control"
Craniopharyngioma,"Headache, Vision problems, Hormone deficiencies, Growth failure in children","Surgery, Radiation therapy, Hormone replacement"
Schwannoma,"Pain, Neurological deficits, Mass effect symptoms","Surgery, Radiation therapy"
Ependymoma,"Headache, Nausea, Vomiting, Balance problems","Surgery, Radiation therapy, Chemotherapy"
Oligodendroglioma,"Seizures, Headache, Cognitive changes, Personality changes","Surgery, Radiation therapy, Chemotherapy"
Astrocytoma,"Headache, Seizures, Nausea, Vomiting, Neurological deficits","Surgery, Radiation therapy, Chemotherapy based on grade"
Hemangioblastoma,"Headache, Balance problems, Vision changes","Surgery, Radiation therapy"
Medulloblastoma,"Headache, Vomiting, Coordination problems, Cranial nerve palsies","Surgery, Radiation therapy, Chemotherapy"
Dysembryoplastic neuroepithelial tumor,"Seizures, Usually no other symptoms","Surgery, Anti-seizure medications"
Ganglioglioma,"Seizures, Headache, Neurological deficits","Surgery, Anti-seizure medications"
Central neurocytoma,"Headache, Nausea, Vomiting, Vision changes","Surgery, Radiation therapy"
Choroid plexus papilloma,"Hydrocephalus, Increased intracranial pressure, Headache, Vomiting","Surgery, CSF shunting"
Pineal region tumors,"Headache, Visual changes, Endocrine dysfunction","Surgery, Radiation therapy, Chemotherapy"
Hemangiopericytoma,"Headache, Neurological deficits based on location","Surgery, Radiation therapy"
Chordoma,"Headache, Neck pain, Cranial nerve deficits","Surgery, Radiation therapy"
Primary CNS lymphoma,"Focal neurological deficits, Personality changes, Seizures","Chemotherapy, Radiation therapy, Steroids"
Germinoma,"Diabetes insipidus, Visual field defects, Delayed puberty","Chemotherapy, Radiation therapy"
Teratoma,"Symptoms based on location, Increased intracranial pressure","Surgery, Chemotherapy"
Paraganglioma,"Headache, Palpitations, Sweating, Hypertension","Surgical removal, Alpha and beta blockers preoperatively"
Primitive neuroectodermal tumor,"Symptoms based on location, Increased intracranial pressure","Surgery, Radiation therapy, Chemotherapy"
Atypical teratoid/rhabdoid tumor,"Increased intracranial pressure, Vomiting, Lethargy in infants","Surgery, Radiation therapy, Chemotherapy"
Cerebellar mutism syndrome,"Mutism, Ataxia, Emotional lability after posterior fossa surgery","Supportive care, Speech therapy, Physical therapy"
Normal pressure hydrocephalus,"Gait disturbance, Urinary incontinence, Cognitive decline","Ventriculoperitoneal shunt"
Pseudotumor cerebri,"Headache, Vision changes, Papilledema, Pulsatile tinnitus","Weight loss, Acetazolamide, CSF shunting, Optic nerve fenestration"
Cerebrospinal fluid leak,"Watery nasal discharge, Headache worsened by upright position","Bed rest, Blood patch, Surgical repair"
Creutzfeldt-Jakob disease,"Rapidly progressive dementia, Myoclonus, Visual disturbances, Coordination problems","Supportive care, Palliative measures"
Progressive multifocal leukoencephalopathy,"Progressive weakness, Vision problems, Cognitive dysfunction","Treating underlying immunosuppression, Antiretrovirals for HIV cases"
Progressive supranuclear palsy,"Balance problems, Falls, Difficulty moving eyes, Personality changes","Levodopa trial, Physical therapy, Supportive care"
Corticobasal degeneration,"Asymmetric limb stiffness, Apraxia, Alien limb phenomenon","Physical therapy, Occupational therapy, Symptomatic treatments"
Multiple system atrophy,"Autonomic failure, Parkinsonism, Ataxia, Urinary dysfunction","Symptomatic management, Physical therapy, Supportive care"
Huntington's disease,"Involuntary movements, Cognitive decline, Psychiatric problems","Tetrabenazine for chorea, Psychiatric medications, Supportive care"
Wilson's disease,"Liver disease, Movement disorders, Psychiatric symptoms, Kayser-Fleischer rings","Chelation therapy, Zinc, Dietary copper restriction"
Metachromatic leukodystrophy,"Progressive weakness, Loss of developmental milestones, Cognitive decline","Stem cell transplant in early stages, Supportive care"
Adrenoleukodystrophy,"Progressive neurological deterioration, Adrenal insufficiency","Stem cell transplant, Lorenzo's oil, Supportive care"
Krabbe disease,"Irritability, Feeding difficulties, Seizures, Developmental regression","Stem cell transplant in early stages, Supportive care"
Tay-Sachs disease,"Developmental regression, Cherry-red spot on retina, Seizures","Supportive care"
Gaucher disease,"Enlarged liver and spleen, Bone pain, Easy bruising","Enzyme replacement therapy, Substrate reduction therapy"
Niemann-Pick disease,"Enlarged liver and spleen, Progressive neurological deterioration, Lung disease","Supportive care, Miglustat for type C"
Fabry disease,"Pain in extremities, Angiokeratomas, Kidney failure, Heart disease","Enzyme replacement therapy, Pain management"
Pompe disease,"Muscle weakness, Respiratory problems, Enlarged heart","Enzyme replacement therapy, Supportive care"
Mucopolysaccharidoses,"Coarse facial features, Joint stiffness, Vision and hearing problems","Enzyme replacement therapy, Stem cell transpl
Necrotizing Fasciitis,"Severe pain, swelling, redness, warmth, rapid spread of infection, fever, blisters, crepitus (crackling sound under the skin)","Aggressive surgical debridement, broad-spectrum antibiotics, supportive care"
Cushing's Syndrome,"Weight gain (especially in the face, neck, and abdomen), skin changes (easy bruising, purple stretch marks), high blood pressure, muscle weakness, fatigue, mood changes","Medications to inhibit cortisol production, surgery to remove tumors, radiation therapy"
Addison's Disease,"Extreme fatigue, weight loss, decreased appetite, darkening of the skin, low blood pressure, salt craving, nausea, vomiting, abdominal pain","Hormone replacement therapy (corticosteroids)"
Pheochromocytoma,"Episodic high blood pressure, headache, sweating, rapid heartbeat, tremors, anxiety","Surgery to remove the tumor, medications to control blood pressure"
Hyperaldosteronism,"High blood pressure, low potassium levels, muscle weakness, fatigue, increased thirst and urination","Surgery to remove adrenal tumor, medications to block aldosterone"
Diabetes Insipidus,"Excessive thirst, frequent urination of dilute urine, dehydration","Desmopressin (synthetic ADH), increased fluid intake"
Syndrome of Inappropriate Antidiuretic Hormone Secretion (SIADH),"Low blood sodium levels, nausea, headache, confusion, seizures","Fluid restriction, medications to block ADH"
Acromegaly,"Enlargement of hands, feet, and facial features, joint pain, excessive sweating, headache, vision problems","Surgery to remove pituitary tumor, medications to block growth hormone"
Growth Hormone Deficiency,"Fatigue, decreased muscle mass, increased body fat, low bone density, in children: short stature, delayed puberty","Growth hormone injections"
Prolactinoma,"Headache, vision problems, menstrual irregularities (in women), erectile dysfunction (in men), breast milk production (galactorrhea)","Medications to shrink the tumor (dopamine agonists), surgery"
Hypoparathyroidism,"Low calcium levels, muscle cramps, spasms, tingling in fingers and toes","Calcium and vitamin D supplementation"
Hyperparathyroidism,"High calcium levels, bone pain, kidney stones, excessive urination, abdominal pain, fatigue","Surgery to remove parathyroid tumor, medications to lower calcium"
Thyroid Nodule,"Lump in the neck, usually asymptomatic, can cause difficulty swallowing or breathing if large","Observation, fine-needle aspiration biopsy, surgery"
Thyroid Cancer,"Lump in the neck, hoarseness, difficulty swallowing or breathing, swollen lymph nodes in the neck","Surgery, radioactive iodine therapy, hormone therapy, external beam radiation therapy"
Hashimoto's Thyroiditis,"Fatigue, weight gain, cold intolerance, dry skin, constipation, goiter (enlarged thyroid)","Thyroid hormone replacement medication"
Graves' Disease,"Weight loss, rapid heartbeat, sweating, anxiety, irritability, tremors, goiter, bulging eyes (exophthalmos)","Antithyroid medications, radioactive iodine therapy, beta-blockers, surgery"
Hypothyroidism in Pregnancy,"Fatigue, weight gain, constipation, cold intolerance","Thyroid hormone replacement medication, close monitoring"
Hyperthyroidism in Pregnancy,"Rapid heartbeat, heat intolerance, anxiety, tremors, weight loss","Antithyroid medications, beta-blockers, close monitoring"
Postpartum Thyroiditis,"Thyroid dysfunction occurring after pregnancy, can have hyperthyroid or hypothyroid phases","Beta-blockers for hyperthyroid phase, thyroid hormone replacement for hypothyroid phase, often resolves spontaneously"
Silent Thyroiditis,"Painless inflammation of the thyroid gland, can have hyperthyroid, hypothyroid, or euthyroid phases","Beta-blockers for hyperthyroid phase, thyroid hormone replacement for hypothyroid phase, often resolves spontaneously"
Subacute Thyroiditis,"Pain in the neck, fever, fatigue, can have hyperthyroid, hypothyroid, or euthyroid phases","Pain relievers, anti-inflammatory medications, corticosteroids, beta-blockers"
Riedel's Thyroiditis,"Rare condition where fibrous tissue replaces thyroid tissue, causing a hard, fixed goiter, difficulty swallowing or breathing","Surgery to relieve pressure, corticosteroids"
Thyroid Storm,"Severe hyperthyroidism, high fever, rapid heartbeat, agitation, confusion","Emergency medical care, antithyroid medications, beta-blockers, corticosteroids, supportive care"
Myxedema Coma,"Severe hypothyroidism, decreased mental status, hypothermia, slow heart rate, low blood pressure","Emergency medical care, thyroid hormone replacement, supportive care"
Cretinism (Congenital Hypothyroidism),"In infants: poor growth, developmental delay, intellectual disability","Thyroid hormone replacement medication started early"
Euthyroid Sick Syndrome,"Abnormal thyroid hormone levels in critically ill patients without underlying thyroid disease","Treatment of the underlying illness"
Multiple Endocrine Neoplasia Type 1 (MEN1),"Tumors of the parathyroid glands, pituitary gland, and pancreas","Surgery to remove tumors, medications to manage hormone levels"
Multiple Endocrine Neoplasia Type 2 (MEN2),"Medullary thyroid cancer, pheochromocytoma, hyperparathyroidism (MEN2A) or mucosal neuromas and marfanoid features (MEN2B)","Surgery to remove thyroid and other tumors, genetic testing"
Polycystic Ovary Syndrome (PCOS),"Irregular periods, excess androgen (hirsutism, acne), polycystic ovaries, infertility","Lifestyle changes, hormonal birth control, medications to manage symptoms and induce ovulation"
Premature Ovarian Insufficiency (POI),"Cessation of menstruation before age 40, symptoms of menopause (hot flashes, vaginal dryness)","Hormone replacement therapy"
Ovarian Torsion,"Sudden, severe pelvic pain, nausea, vomiting","Surgery to untwist the ovary"
Ovarian Cyst Rupture,"Sudden, sharp pelvic pain, bleeding","Pain relievers, observation, surgery (if severe)"
Endometrial Hyperplasia,"Abnormal thickening of the uterine lining, abnormal vaginal bleeding","Hormonal therapy (progestins), dilation and curettage (D&C), hysterectomy (in some cases)"
Uterine Fibroid Degeneration,"Severe pelvic pain, fever (can occur when fibroids outgrow their blood supply)","Pain relievers, supportive care, rarely surgery"
Adenomyosis,"Heavy and painful periods, pelvic pain, enlarged uterus","Pain relievers, hormonal therapy, hysterectomy"
Pelvic Congestion Syndrome,"Chronic pelvic pain that worsens with standing or sitting, heavy periods, pain during intercourse","Hormonal therapy, ovarian vein embolization, surgery (hysterectomy, oophorectomy)"
Vaginal Yeast Infection (Candidiasis),"Itching, burning, redness of the vagina and vulva, thick, white discharge","Antifungal creams, suppositories, or oral medications"
Bacterial Vaginosis,"Thin, grayish-white vaginal discharge with a fishy odor","Antibiotics (oral or vaginal)"
Trichomoniasis,"Yellow-green, frothy vaginal discharge with a foul odor, itching, burning, pain during urination or intercourse","Antibiotics (oral), treatment of sexual partners"
Cervicitis,"Inflammation of the cervix, abnormal vaginal discharge, bleeding between periods, pain during intercourse","Antibiotics, treatment of sexual partners"
Pelvic Inflammatory Disease (PID),"Pelvic pain, fever, abnormal vaginal discharge, pain during intercourse","Antibiotics (oral or intravenous), treatment of sexual partners"
Endometriosis,"Painful periods, pelvic pain, pain during intercourse, infertility","Pain relievers, hormonal therapy, surgery"
Uterine Prolapse,"Feeling of pressure or fullness in the pelvis, bulging of tissue from the vagina","Pessary, pelvic floor exercises, surgery"
Cystocele,"Bulging of the bladder into the vagina, urinary incontinence, pelvic pressure","Pessary, pelvic floor exercises, surgery"
Rectocele,"Bulging of the rectum into the vagina, difficulty with bowel movements, pelvic pressure","Pessary, pelvic floor exercises, surgery"
Vaginal Atrophy,"Dryness, itching, burning, pain during intercourse due to decreased estrogen","Topical estrogen creams, tablets, or rings, systemic hormone therapy"
Vulvodynia,"Chronic vulvar pain without an identifiable cause","Medications, therapy (physical, cognitive-behavioral), nerve blocks, surgery (in some cases)"
Lichen Sclerosus,"Chronic inflammatory skin condition of the vulva, itching, pain, thin, white patches of skin","Topical corticosteroids, calcineurin inhibitors"
Vulvar Cancer,"Itching, pain, bleeding, lumps or sores on the vulva","Surgery, radiation therapy, chemotherapy"
Gestational Diabetes,"High blood sugar that develops during pregnancy","Diet and exercise, insulin injections (if needed), close monitoring"
Preeclampsia,"High blood pressure and protein in the urine during pregnancy","Close monitoring, medications to control blood pressure, delivery of the baby"
Eclampsia,"Seizures in a woman with preeclampsia","Emergency medical care, magnesium sulfate, delivery of the baby"
Placenta Previa,"Placenta covers the cervix, painless vaginal bleeding in the second or third trimester","Pelvic rest, hospitalization, Cesarean delivery"
Placental Abruption,"Premature separation of the placenta from the uterine wall, abdominal pain, vaginal bleeding, fetal distress","Emergency medical care, delivery of the baby"
